"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.078431372549","18.6486486486487","12.129840546697","3.96140172676485","7.96287249633609","5.88235294117648","7.30769230769231","8.20390282755874","2.54714390872286","1.18578817164948","7.04687397800629","1.99198585247487","1.23804210577066","7.61658819396467","-2.97125672435799","-3.2736464106481","1.97554726158631","7.91156346581525","1.21434934877203","1.05060752796375","1.80022597148812","-0.0907080463222769","-10.5197485358487","-3.68502938723299","3.44605475040258","-1.36986301369863","4.19823232323233","0.299999999999983","5.70000087589398","2.09999958566985","1.9999991044233","","","",
"Africa Eastern and Southern","AFE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","1.06369646987994","7.45356266511823","5.74052036215167","5.473950105489","5.59413733827947","4.05871475284366","5.81301761939299","4.04660854975573","5.17872350324595","4.85596677559927","5.10096305699423","2.20388371639446","4.45872266599811","5.83932229347892","1.42127194036843","2.4446598588888","0.7431271210381","1.64754140797126","3.17439019080035","5.70729430625738","4.18148087068104","0.204424514725815","-0.167877108816867","3.59996155584493","-0.310670407793694","1.80165429084317","3.62675847616502","4.24482509625877","2.64672228030531","0.0529770359994046","-0.0869058886043774","-2.15548274939738","-0.666032750073015","2.08726116998162","4.30894832105871","5.41060948443777","3.43342738129948","1.65768243328995","2.6723562668584","3.40795189870107","3.38507295051467","4.07746514139669","3.15664770782911","5.42348381877662","6.31234115919472","6.83211099418351","7.10424935942268","4.79681982101073","1.0394012598325","4.80978308598901","4.20199186591299","3.2409757069031","4.47030559525791","4.09091817358333","2.76324277823834","2.00453888970141","2.83228758479825","2.3858292012826","1.67292453409745","-3.57517252850336",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.83227781263571","1.41411798058979","11.2297148236429","5.35740325126351","13.8263195479763","3.92498382161573","21.3905283931066","14.3624414692681","0.426354784529209","12.7522870887171","5.60074465808154","2.72454336394854","1.45131466009755","2.26031420130452","2.64700320195786","1.18922812838034","3.911603419423","-1.9347782488959",
"Africa Western and Central","AFW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","1.89859594082229","3.8160732885121","7.04088807122514","5.23323634416468","4.17516205419277","-1.79643609165228","-9.4016737873842","1.42281909918169","15.107822002025","17.6189590237213","10.6287075693919","3.21297088503614","4.10075890795034","10.5332803577948","-1.9082402719758","8.77344483537514","4.33626972644664","-2.55520247325369","5.19298181190059","2.27891339029853","-6.63527147770809","-3.09064073670594","-6.1737643536739","0.766286013692223","5.48734740947847","1.33886803316889","1.2051094563943","4.90650298447318","2.32247484709569","6.43720769340639","1.22080652793592","2.68397163492213","-1.1609721334661","-0.22609647837622","2.01185206056643","4.5964631576027","3.82870372673436","3.60672925147615","1.40304194453439","3.61165749165895","5.66741846246539","9.93041601615418","5.87304142268974","8.01731158083483","6.00542786997505","5.25780476151286","5.58815068061864","6.17543276344557","6.14543848421283","6.64196349016395","5.00487452978039","5.27261151590564","5.83138306551703","5.83353865817509","2.73516597936521","-0.00199453228655955","2.16374751689739","2.8315388652522","3.14748170905487","-0.978922191995096",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-4.40000121936168","0","4.20000142834162","6.000002164373","3.49999948953467","2.9000017426512","4.08274863648847","6.12889047620016","0.0416214618442581","-3.45009868360484","0.991359301460875","-5.83828073313141","-23.9834174420578","1.33936343647991","15.0000000288634","13.5443697551026","7.27427735460373","4.69114645093552","2.18148971840458","3.05462423430785","4.2059985561951","13.6656865230232","2.98985001039553","10.9528617687103","15.0289153175302","11.5476831781633","14.0100182426328","11.1661383303614","0.858712615098284","4.40393254343761","3.47197634454024","8.54218764265372","4.95454464636187","4.82262756838996","0.943571561325001","-2.58004964404932","-0.147212941085755","-2.00362972730201","-0.624644317706895","-4.04051000025351",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.7456352920068","2.9485968015687","1.104938261827","-1.25159664469855","1.78064395977269","5.63724317825185","-0.787842655012938","-1.42003965482249","9.83654897047623","-9.57564016948643","-28.002141656046","-7.18711091636951","9.55941169434753","8.30286659112861","13.3223333200803","9.09999944360231","-10.9199840851035","8.83008770869769","12.8898967331889","6.95003613422918","8.29007002725658","4.53996064044722","5.5300507779332","5.5099986931984","5.52991480926491","5.90008395738064","5.97998203625438","7.49996956029166","3.35006652793865","3.70689230100683","2.54532184477017","1.41752599216287","1.00198715014967","1.77448678495493","2.21875223166761","3.31480475341897","3.80219748796804","4.07130129479023","2.17369228814495","-3.31123944391327",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946536081887","8.14974348860618","7.78846720294035","5.61878972962955","0.542205658763677","3.30378704950793","2.83857556610046","1.46300017893397","0.0415571951294567","2.20872760693067","-0.132474511474285","1.24646111342557","1.7701183169326","1.78468669356731","2.32143303219976","3.25332177830622","5.54712217053779","5.09432620323258","4.82703424406891","3.78138758962959","2.54600352306136","0.929214040125956","-1.03148438999895","2.3831822482118","2.75750161326249","4.64973866754707","9.06767205144135","3.19479339289236","4.0990789217793","3.52836236122388","8.11935772169949","4.54636221364653","8.69420371612468","8.13567633837351","5.39779598500422","4.80868869916921","1.55318814103222","-5.55918636850581","-5.30284654348291","-1.97495799965345","-0.00806975341139093","-4.97444371853503","-3.54759651549344","2.50446552114518","1.43414039522716","3.70967806978986","0.346071889630295","1.58876549046354","2.01554763848308","-11.9560584192697",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","15.7431912002112","8.23681902326834","-0.698405004540334","11.6378762358715","9.0629070008704","3.04923650149766","-9.03962866923163","-6.86926116343341","1.30558416235216","-2.37780496569214","4.68662087580576","-0.496077446928822","5.65065649354565","2.39762892185686","13.0654376027021","1.5172103836814","4.94374436303862","3.27139874018449","3.19753890854932","2.75799086099373","4.59616697724201","4.24361821046844","5.26352615328183","1.8053468872632","6.76591820553072","1.53923620827672","0.390822792943652","4.68682091717115","9.46187090021904","5.56265249002308","6.22765218780428","4.58071070296427","5.81817312230983","0.430190996235496","4.6638082317255","3.79060497963737","6.644510412809","3.36266381852732","2.59597454596268","3.39540704104731","3.38584154568807","1.00561093678581","2.13653768035668","1.52417592512558","-4.99953420147953",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","16.5268565060148","21.4393301701989","-1.58960331991595","20.9235730770152","23.874774910498","4.65917667406515","-6.71931618570784","-4.7458206999658","4.0169512795941","-3.59447651736838","-14.9581365645327","3.38198170900878","-2.61890770383279","12.33789128226","18.3279855336405","0.860081945778219","3.3449448618412","1.26119095149724","6.89614855052668","6.68788646362944","5.79840406132159","8.1903986407705","0.291994348685435","2.90221364464598","10.8527042125986","1.3990850303263","2.43345681036156","8.80054081486432","9.56643663716162","4.85514119630905","9.83731977348489","3.1843901736724","3.19183627610384","-5.2429219066759","1.60280996068229","6.93027162943835","4.4846260849087","5.05334582526655","4.2843036857948","5.10593698394698","3.06096430837654","2.37353671042347","1.18985563831524","1.6777203729529","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287951248","-0.852021523482009","-5.30819682651725","10.1302976614338","10.5694333403428","-0.659726171593704","3.1919966233703","4.82250078158644","9.67952600806899","3.04564331900328","5.65813108318036","1.62841651625511","2.81175404095775","5.5338043948322","-0.0284121027670778","-2.01825151667566","6.93414775537975","-4.50612480247695","10.2227634648727","1.51878394940456","-5.18978914005386","-0.735659161627296","4.34909327957422","1.57073870223007","-5.18902435215529","6.15337706274559","2.70486882600893","-1.08993334173134","-7.15694965554972","-2.46721377637459","9.13311056620101","7.93729155643076","8.20697907221228","5.83620070368526","-2.84520961057079","5.52668982715234","8.1110467707457","3.85017885156228","-3.38545704063269","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068152","8.85165992013437","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.0264204544321","2.40532378079436","-2.51261532081394","2.73115982828944","-2.08032784377811","2.81850297775918","-2.56535188247548","-2.08801486066213","-9.90523485573888",
